code,description,last_updated
184015,Neoplasm of penis,2025-09-12
185019,Neoplasm of prepuce,2025-09-12
185019,Neoplasm of prepuce,2025-09-12
186018,Neoplasm of glans penis,2025-09-12
186018,Neoplasm of glans penis,2025-09-12
187010,Neoplasm of body of penis,2025-09-12
187010,Neoplasm of body of penis,2025-09-12
188017,Neoplasm of testis,2025-09-12
188017,Neoplasm of testis,2025-09-12
189013,Neoplasm of undescended testis,2025-09-12
189013,Neoplasm of undescended testis,2025-09-12
190016,Neoplasm of epididymis,2025-09-12
190016,Neoplasm of epididymis,2025-09-12
191017,Neoplasm of vas deferens,2025-09-12
191017,Neoplasm of vas deferens,2025-09-12
192012,Neoplasm of spermatic cord,2025-09-12
192012,Neoplasm of spermatic cord,2025-09-12
193019,Neoplasm of scrotum,2025-09-12
193019,Neoplasm of scrotum,2025-09-12
194013,Neoplasm of prostate,2025-09-12
194013,Neoplasm of prostate,2025-09-12
195014,Neoplasm of female genital organ,2025-09-12
195014,Neoplasm of female genital organ,2025-09-12
196010,Neoplasm of uterus,2025-09-12
196010,Neoplasm of uterus,2025-09-12
197018,Neoplasm of body of uterus,2025-09-12
197018,Neoplasm of body of uterus,2025-09-12
198011,Neoplasm of myometrium,2025-09-12
198011,Neoplasm of myometrium,2025-09-12
199015,Neoplasm of isthmus of uterus,2025-09-12
199015,Neoplasm of isthmus of uterus,2025-09-12
200017,Neoplasm of endocervix,2025-09-12
200017,Neoplasm of endocervix,2025-09-12
201018,Neoplasm of exocervix,2025-09-12
201018,Neoplasm of exocervix,2025-09-12
202013,Neoplasm of fundus uteri,2025-09-12
202013,Neoplasm of fundus uteri,2025-09-12
203015,Neoplasm of uterine adnexa,2025-09-12
203015,Neoplasm of uterine adnexa,2025-09-12
204014,Neoplasm of fallopian tube,2025-09-12
204014,Neoplasm of fallopian tube,2025-09-12
205010,Neoplasm of broad ligament,2025-09-12
205010,Neoplasm of broad ligament,2025-09-12
206011,Neoplasm of parametrium,2025-09-12
206011,Neoplasm of parametrium,2025-09-12
207019,Neoplasm of round ligament of uterus,2025-09-12
207019,Neoplasm of round ligament of uterus,2025-09-12
208012,Neoplasm of placenta,2025-09-12
208012,Neoplasm of placenta,2025-09-12
209016,Neoplasm of vagina,2025-09-12
209016,Neoplasm of vagina,2025-09-12
210014,Neoplasm of vulva,2025-09-12
210014,Neoplasm of vulva,2025-09-12
211013,Neoplasm of labia majora,2025-09-12
211013,Neoplasm of labia majora,2025-09-12
212018,Neoplasm of labia minora,2025-09-12
212018,Neoplasm of labia minora,2025-09-12
213011,Neoplasm of clitoris,2025-09-12
213011,Neoplasm of clitoris,2025-09-12
214017,Neoplasm of breast,2025-09-12
214017,Neoplasm of breast,2025-09-12
215016,Neoplasm of female breast,2025-09-12
215016,Neoplasm of female breast,2025-09-12
216015,Neoplasm of nipple of female breast,2025-09-12
216015,Neoplasm of nipple of female breast,2025-09-12
217012,Neoplasm of areola of female breast,2025-09-12
217012,Neoplasm of areola of female breast,2025-09-12
218019,Neoplasm of central portion of female breast,2025-09-12
218019,Neoplasm of central portion of female breast,2025-09-12
219010,Neoplasm of upper inner quadrant of female breast,2025-09-12
219010,Neoplasm of upper inner quadrant of female breast,2025-09-12
220016,Neoplasm of lower inner quadrant of female breast,2025-09-12
220016,Neoplasm of lower inner quadrant of female breast,2025-09-12
221017,Neoplasm of upper outer quadrant of female breast,2025-09-12
221017,Neoplasm of upper outer quadrant of female breast,2025-09-12
222012,Neoplasm of lower outer quadrant of female breast,2025-09-12
222012,Neoplasm of lower outer quadrant of female breast,2025-09-12
223019,Neoplasm of axillary tail of female breast,2025-09-12
223019,Neoplasm of axillary tail of female breast,2025-09-12
224013,Neoplasm of ectopic female breast tissue,2025-09-12
224013,Neoplasm of ectopic female breast tissue,2025-09-12
225014,Neoplasm of male breast,2025-09-12
225014,Neoplasm of male breast,2025-09-12
226010,Neoplasm of nipple of male breast,2025-09-12
226010,Neoplasm of nipple of male breast,2025-09-12
227018,Neoplasm of areola of male breast,2025-09-12
227018,Neoplasm of areola of male breast,2025-09-12
228011,Neoplasm of ectopic male breast tissue,2025-09-12
228011,Neoplasm of ectopic male breast tissue,2025-09-12
229015,Subdural hemorrhage due to birth trauma,2025-09-12
229015,Subdural hemorrhage due to birth trauma,2025-09-12
231012,Separation anxiety,2025-09-12
231012,Separation anxiety,2025-09-12
232017,Hypoxic-ischemic brain injury,2025-09-12
232017,Hypoxic-ischemic brain injury,2025-09-12
233010,Perinatal anoxic-ischemic brain injury,2025-09-12
233010,Perinatal anoxic-ischemic brain injury,2025-09-12
234016,Excessive cerumen in ear canal,2025-09-12
234016,Excessive cerumen in ear canal,2025-09-12
235015,Cerebellopontine angle tumor,2025-09-12
235015,Cerebellopontine angle tumor,2025-09-12
236019,Cerebellopontine angle meningioma,2025-09-12
236019,Cerebellopontine angle meningioma,2025-09-12
237011,Acoustic neuroma,2025-09-12
237011,Acoustic neuroma,2025-09-12
238018,Neoplasm of nervous system,2025-09-12
238018,Neoplasm of nervous system,2025-09-12
239014,Neoplasm of central nervous system,2025-09-12
239014,Neoplasm of central nervous system,2025-09-12
240011,Neoplasm of brain,2025-09-12
240011,Neoplasm of brain,2025-09-12
241010,Neoplasm of cerebrum,2025-09-12
241010,Neoplasm of cerebrum,2025-09-12
242015,Neoplasm of frontal lobe,2025-09-12
242015,Neoplasm of frontal lobe,2025-09-12
243013,Neoplasm of temporal lobe,2025-09-12
243013,Neoplasm of temporal lobe,2025-09-12
244019,Neoplasm of parietal lobe,2025-09-12
244019,Neoplasm of parietal lobe,2025-09-12
245018,Neoplasm of occipital lobe,2025-09-12
245018,Neoplasm of occipital lobe,2025-09-12
246017,Neoplasm of cerebral ventricle,2025-09-12
246017,Neoplasm of cerebral ventricle,2025-09-12
246017,Neoplasm of cerebral ventricle,2025-09-12
247014,Neoplasm of cerebral meninges,2025-09-12
247014,Neoplasm of cerebral meninges,2025-09-12
248016,Neoplasm of cerebellum,2025-09-12
248016,Neoplasm of cerebellum,2025-09-12
249012,Neoplasm of brain stem,2025-09-12
249012,Neoplasm of brain stem,2025-09-12
250012,Neoplasm of spinal cord,2025-09-12
250012,Neoplasm of spinal cord,2025-09-12
251011,Neoplasm of cauda equina,2025-09-12
251011,Neoplasm of cauda equina,2025-09-12
252016,Neoplasm of spinal meninges,2025-09-12
252016,Neoplasm of spinal meninges,2025-09-12
253014,Neoplasm of meninges,2025-09-12
253014,Neoplasm of meninges,2025-09-12
254015,Neoplasm of cranial nerve,2025-09-12
254015,Neoplasm of cranial nerve,2025-09-12
255019,Neoplasm of olfactory nerve,2025-09-12
255019,Neoplasm of olfactory nerve,2025-09-12
256018,Neoplasm of optic nerve,2025-09-12
256018,Neoplasm of optic nerve,2025-09-12
257010,Neoplasm of oculomotor nerve,2025-09-12
257010,Neoplasm of oculomotor nerve,2025-09-12
258017,Neoplasm of trochlear nerve,2025-09-12
258017,Neoplasm of trochlear nerve,2025-09-12
259013,Neoplasm of trigeminal nerve,2025-09-12
259013,Neoplasm of trigeminal nerve,2025-09-12
260015,Neoplasm of abducens nerve,2025-09-12
260015,Neoplasm of abducens nerve,2025-09-12
261016,Neoplasm of facial nerve,2025-09-12
261016,Neoplasm of facial nerve,2025-09-12
262011,Neoplasm of acoustic nerve,2025-09-12
262011,Neoplasm of acoustic nerve,2025-09-12
263018,Neoplasm of glossopharyngeal nerve,2025-09-12
263018,Neoplasm of glossopharyngeal nerve,2025-09-12
264012,Neoplasm of vagus nerve,2025-09-12
264012,Neoplasm of vagus nerve,2025-09-12
265013,Neoplasm of accessory nerve,2025-09-12
265013,Neoplasm of accessory nerve,2025-09-12
266014,Neoplasm of hypoglossal nerve,2025-09-12
266014,Neoplasm of hypoglossal nerve,2025-09-12
267017,Neoplasm of autonomic nerve,2025-09-12
267017,Neoplasm of autonomic nerve,2025-09-12
268010,Neoplasm of peripheral nerve,2025-09-12
268010,Neoplasm of peripheral nerve,2025-09-12
269019,Neoplasm of peripheral nerve of head AND/OR neck,2025-09-12
270018,Neoplasm of peripheral nerves of head,2025-09-12
270018,Neoplasm of peripheral nerves of head,2025-09-12
271019,Neoplasm of peripheral nerves of face,2025-09-12
271019,Neoplasm of peripheral nerves of face,2025-09-12
272014,Neoplasm of peripheral nerves of neck,2025-09-12
272014,Neoplasm of peripheral nerves of neck,2025-09-12
274010,Neoplasm of peripheral nerves of upper limb,2025-09-12
274010,Neoplasm of peripheral nerves of upper limb,2025-09-12
275011,Neoplasm of peripheral nerves of shoulder,2025-09-12
275011,Neoplasm of peripheral nerves of shoulder,2025-09-12
277015,Neoplasm of peripheral nerves of lower limb,2025-09-12
277015,Neoplasm of peripheral nerves of lower limb,2025-09-12
278013,Neoplasm of peripheral nerves of hip,2025-09-12
278013,Neoplasm of peripheral nerves of hip,2025-09-12
279017,Neoplasm of peripheral nerves of thorax,2025-09-12
279017,Neoplasm of peripheral nerves of thorax,2025-09-12
280019,Neoplasm of peripheral nerves of abdomen,2025-09-12
280019,Neoplasm of peripheral nerves of abdomen,2025-09-12
281015,Neoplasm of peripheral nerves of pelvis,2025-09-12
281015,Neoplasm of peripheral nerves of pelvis,2025-09-12
281015,Neoplasm of peripheral nerves of pelvis,2025-09-12
282010,Neoplasm of peripheral nerves of trunk,2025-09-12
282010,Neoplasm of peripheral nerves of trunk,2025-09-12
283017,Neoplasm of eye,2025-09-12
283017,Neoplasm of eye,2025-09-12
284011,Neoplasm of conjunctiva,2025-09-12
284011,Neoplasm of conjunctiva,2025-09-12
285012,Neoplasm of cornea,2025-09-12
285012,Neoplasm of cornea,2025-09-12
286013,Neoplasm of ciliary body,2025-09-12
286013,Neoplasm of ciliary body,2025-09-12
287016,Neoplasm of sclera,2025-09-12
287016,Neoplasm of sclera,2025-09-12
288014,Neoplasm of uveal tract,2025-09-12
288014,Neoplasm of uveal tract,2025-09-12
289018,Neoplasm of choroid,2025-09-12
289018,Neoplasm of choroid,2025-09-12
290010,Neoplasm of retina,2025-09-12
290010,Neoplasm of retina,2025-09-12
291014,Neoplasm of orbit,2025-09-12
291014,Neoplasm of orbit,2025-09-12
292019,Neoplasm of lacrimal gland,2025-09-12
292019,Neoplasm of lacrimal gland,2025-09-12
293012,Neoplasm of lacrimal duct,2025-09-12
293012,Neoplasm of lacrimal duct,2025-09-12
294018,Neoplasm of middle ear,2025-09-12
294018,Neoplasm of middle ear,2025-09-12
296016,Neoplasm of mastoid air cells,2025-09-12
296016,Neoplasm of mastoid air cells,2025-09-12
297013,Disorder of endocrine receptor,2025-09-12
297013,Disorder of endocrine receptor,2025-09-12
299011,Diabetic sensory polyneuropathy,2025-09-12
299011,Diabetic sensory polyneuropathy,2025-09-12
299011,Diabetic sensory polyneuropathy,2025-09-12
300015,Lipoatrophic diabetes,2025-09-12
300015,Lipoatrophic diabetes,2025-09-12
301016,Diabetic renal disease,2025-09-12
301016,Diabetic renal disease,2025-09-12
302011,Diabetic peripheral angiopathy,2025-09-12
302011,Diabetic peripheral angiopathy,2025-09-12
303018,Neoplasm of endocrine gland,2025-09-12
303018,Neoplasm of endocrine gland,2025-09-12
304012,Neoplasm of multiple endocrine glands,2025-09-12
304012,Neoplasm of multiple endocrine glands,2025-09-12
306014,Neoplasm of thyroid gland,2025-09-12
306014,Neoplasm of thyroid gland,2025-09-12
307017,Neoplasm of thyroglossal duct,2025-09-12
307017,Neoplasm of thyroglossal duct,2025-09-12
308010,Neoplasm of parathyroid gland,2025-09-12
308010,Neoplasm of parathyroid gland,2025-09-12
309019,Neoplasm of adrenal gland,2025-09-12
309019,Neoplasm of adrenal gland,2025-09-12
310012,Neoplasm of adrenal cortex,2025-09-12
310012,Neoplasm of adrenal cortex,2025-09-12
311011,Neoplasm of adrenal medulla,2025-09-12
311011,Neoplasm of adrenal medulla,2025-09-12
312016,Neoplasm of pituitary gland,2025-09-12
312016,Neoplasm of pituitary gland,2025-09-12
313014,Neoplasm of craniopharyngeal duct,2025-09-12
313014,Neoplasm of craniopharyngeal duct,2025-09-12
314015,Neoplasm of pineal gland,2025-09-12
314015,Neoplasm of pineal gland,2025-09-12
315019,Neoplasm of paraganglion,2025-09-12
315019,Neoplasm of paraganglion,2025-09-12
316018,Neoplasm of carotid body,2025-09-12
316018,Neoplasm of carotid body,2025-09-12
317010,Neoplasm of aortic body,2025-09-12
317010,Neoplasm of aortic body,2025-09-12
318017,Neoplasm of glomus jugulare,2025-09-12
318017,Neoplasm of glomus jugulare,2025-09-12
319013,Neoplasm of para-aortic body,2025-09-12
319013,Neoplasm of para-aortic body,2025-09-12
320019,Neoplasm of coccygeal body,2025-09-12
320019,Neoplasm of coccygeal body,2025-09-12
321015,Abnormally increased cellular element of blood,2025-09-12
321015,Abnormally increased cellular element of blood,2025-09-12
322010,Pancytopenia,2025-09-12
322010,Pancytopenia,2025-09-12
323017,Bone marrow disorder,2025-09-12
323017,Bone marrow disorder,2025-09-12
324011,Cytochrome b>3< deficiency,2025-09-12
324011,Cytochrome b>3< deficiency,2025-09-12
325012,Toxic methemoglobinemia with cyanosis,2025-09-12
325012,Toxic methemoglobinemia with cyanosis,2025-09-12
326013,Hereditary hemoglobinopathy due to globin chain mutation,2025-09-12
326013,Hereditary hemoglobinopathy due to globin chain mutation,2025-09-12
327016,Acquired hemoglobinopathy,2025-09-12
327016,Acquired hemoglobinopathy,2025-09-12
328014,Sickle cell anemia,2025-09-12
328014,Sickle cell anemia,2025-09-12
329018,Sickle cell-beta-thalassemia,2025-09-12
329018,Sickle cell-beta-thalassemia,2025-09-12
330011,Sickle cell-beta^+^-thalassemia,2025-09-12
330011,Sickle cell-beta^+^-thalassemia,2025-09-12
330011,Sickle cell-beta^+^-thalassemia,2025-09-12
331010,Sickle cell-beta^0^-thalassemia,2025-09-12
331010,Sickle cell-beta^0^-thalassemia,2025-09-12
332015,Sickle cell-delta beta^0^-thalassemia,2025-09-12
332015,Sickle cell-delta beta^0^-thalassemia,2025-09-12
333013,Sickle cell anemia with coexistent alpha-thalassemia,2025-09-12
333013,Sickle cell anemia with coexistent alpha-thalassemia,2025-09-12
334019,Sickle cell trait with coexistent alpha-thalassemia,2025-09-12
334019,Sickle cell trait with coexistent alpha-thalassemia,2025-09-12
335018,Sickle cell-hemoglobin Lepore disease,2025-09-12
336017,Sickle cell-Hemoglobin O Arab disease,2025-09-12
337014,Primary (idiopathic) autoimmune hemolytic anemia,2025-09-12
337014,Primary (idiopathic) autoimmune hemolytic anemia,2025-09-12
338016,Secondary autoimmune hemolytic anemia,2025-09-12
338016,Secondary autoimmune hemolytic anemia,2025-09-12
339012,Primary (idiopathic) warm autoimmune hemolytic anemia,2025-09-12
339012,Primary (idiopathic) warm autoimmune hemolytic anemia,2025-09-12
340014,Secondary warm autoimmune hemolytic anemia,2025-09-12
340014,Secondary warm autoimmune hemolytic anemia,2025-09-12
341013,Post-infectious cold agglutinin disease,2025-09-12
341013,Post-infectious cold agglutinin disease,2025-09-12
342018,Cold agglutinin disease due to Epstein-Barr virus infection,2025-09-12
342018,Cold agglutinin disease due to Epstein-Barr virus infection,2025-09-12
343011,Chronic cold agglutinin disease,2025-09-12
343011,Chronic cold agglutinin disease,2025-09-12
344017,Chronic cold agglutinin disease associated with B-cell neoplasm,2025-09-12
345016,Paroxysmal cold hemoglobinuria,2025-09-12
345016,Paroxysmal cold hemoglobinuria,2025-09-12
346015,Paroxysmal cold hemoglobinuria associated with tertiary syphilis,2025-09-12
346015,Paroxysmal cold hemoglobinuria associated with tertiary syphilis,2025-09-12
347012,Drug-induced immune hemolytic anemia,2025-09-12
347012,Drug-induced immune hemolytic anemia,2025-09-12
348019,"Drug-induced immune hemolytic anemia, hapten type",2025-09-12
348019,"Drug-induced immune hemolytic anemia, hapten type",2025-09-12
349010,"Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement",2025-09-12
350010,Erythrocytosis,2025-09-12
350010,Erythrocytosis,2025-09-12
351014,Erythrocytosis due to cyanotic congenital heart disease,2025-09-12
351014,Erythrocytosis due to cyanotic congenital heart disease,2025-09-12
352019,Chronic carbon monoxide intoxication,2025-09-12
352019,Chronic carbon monoxide intoxication,2025-09-12
353012,Familial erythrocytosis due to diphosphoglycerate mutase deficiency,2025-09-12
353012,Familial erythrocytosis due to diphosphoglycerate mutase deficiency,2025-09-12
354018,Familial polycythemia vera,2025-09-12
354018,Familial polycythemia vera,2025-09-12
355017,Stress neutrophilia,2025-09-12
355017,Stress neutrophilia,2025-09-12
356016,Histiocytic syndrome,2025-09-12
356016,Histiocytic syndrome,2025-09-12
357013,Hemophagocytic syndrome,2025-09-12
357013,Hemophagocytic syndrome,2025-09-12
358015,Malignant histiocytic disorder,2025-09-12
358015,Malignant histiocytic disorder,2025-09-12
359011,Immunoproliferative disorder,2025-09-12
359011,Immunoproliferative disorder,2025-09-12
360018,Allergic disorder,2025-09-12
360018,Allergic disorder,2025-09-12
